timestamp,open,high,low,close,volume
2025-03-18 19:55:00,247.3400,247.4000,245.4987,247.3700,18
2025-03-18 19:50:00,247.3880,247.3880,247.3800,247.3800,15
2025-03-18 19:45:00,246.4000,246.4000,246.4000,246.4000,3
2025-03-18 19:40:00,247.4000,247.4000,247.4000,247.4000,15
2025-03-18 19:35:00,247.4000,247.4000,247.4000,247.4000,1
2025-03-18 19:25:00,246.5000,247.3890,245.0000,245.0000,132
2025-03-18 19:20:00,246.5500,246.8500,246.5500,246.8500,77
2025-03-18 19:10:00,247.3600,247.3600,247.3600,247.3600,3
2025-03-18 19:05:00,247.4000,247.4000,246.4000,246.4000,43
2025-03-18 19:00:00,246.9500,247.4000,246.9500,247.4000,475461
2025-03-18 18:55:00,247.3200,247.3200,246.5000,246.5000,7
2025-03-18 18:50:00,247.3300,247.3300,247.3300,247.3300,1
2025-03-18 18:40:00,246.9900,247.0000,246.8100,246.8100,10
2025-03-18 18:35:00,246.9900,246.9900,246.9900,246.9900,3
2025-03-18 18:30:00,246.9500,247.3600,246.9500,247.3600,475468
2025-03-18 18:25:00,246.8500,246.8500,246.8500,246.8500,1
2025-03-18 18:20:00,246.8500,247.3899,246.8500,247.3899,2
2025-03-18 18:10:00,246.8500,246.8500,246.8500,246.8500,5
2025-03-18 18:05:00,246.8100,246.8100,246.8100,246.8100,1
2025-03-18 18:00:00,246.8100,247.4000,246.8100,247.1100,55
2025-03-18 17:55:00,246.5000,246.8600,246.5000,246.8600,353
2025-03-18 17:45:00,247.3799,247.3799,247.3300,247.3300,6
2025-03-18 17:40:00,247.0000,247.3300,246.5000,247.3300,15
2025-03-18 17:35:00,247.3800,247.3800,247.3800,247.3800,2
2025-03-18 17:30:00,247.3999,247.3999,247.3999,247.3999,20
2025-03-18 17:20:00,247.0100,247.0100,246.7000,247.0000,89
2025-03-18 17:15:00,247.4000,247.4000,247.3500,247.3500,44
2025-03-18 17:10:00,246.9500,247.3900,246.9500,247.3900,28
2025-03-18 17:00:00,246.6700,246.6700,246.6700,246.6700,861
2025-03-18 16:55:00,246.9200,246.9200,246.6500,246.6500,32
2025-03-18 16:50:00,246.9200,246.9200,246.9200,246.9200,12
2025-03-18 16:45:00,246.8700,247.0000,246.8700,246.9200,75
2025-03-18 16:35:00,250.0000,250.0000,250.0000,250.0000,1
2025-03-18 16:30:00,246.9200,246.9200,246.4000,246.4000,6
2025-03-18 16:25:00,247.0100,247.0100,246.9500,246.9500,8915
2025-03-18 16:20:00,247.0000,247.0100,246.9800,246.9800,5
2025-03-18 16:15:00,246.9500,247.2000,246.9500,246.9500,320
2025-03-18 16:10:00,246.9500,247.9200,246.9500,247.7400,476767
2025-03-18 16:05:00,246.9500,246.9500,246.0000,246.0000,772
2025-03-18 16:00:00,247.0000,247.0000,246.9300,246.9500,1098158
2025-03-18 15:55:00,246.8800,247.0400,246.4900,246.9300,379907
2025-03-18 15:50:00,247.0000,247.1600,246.5650,246.8700,108858
2025-03-18 15:45:00,246.8450,247.0500,246.6700,247.0000,163686
2025-03-18 15:40:00,247.0300,247.0900,246.8100,246.8450,57541
2025-03-18 15:35:00,246.9279,247.1300,246.6103,247.0500,27811
2025-03-18 15:30:00,246.9800,247.0700,246.6700,246.8700,26754
2025-03-18 15:25:00,247.3750,247.3750,246.8100,246.8900,71856
2025-03-18 15:20:00,246.9300,247.4200,246.9150,247.3700,84061
2025-03-18 15:15:00,246.7900,247.0000,246.6000,246.9350,43885
2025-03-18 15:10:00,246.9800,247.0500,246.6700,246.8400,33643
2025-03-18 15:05:00,247.0000,247.0900,246.8800,246.9800,36038
2025-03-18 15:00:00,246.9300,247.1300,246.7350,247.0000,36415
2025-03-18 14:55:00,246.8800,247.1000,246.8000,247.0050,40043
2025-03-18 14:50:00,247.5300,247.5300,246.9900,246.9900,38558
2025-03-18 14:45:00,247.4800,247.6600,247.2900,247.5900,24225
2025-03-18 14:40:00,247.9600,248.3000,247.3350,247.3650,103873
2025-03-18 14:35:00,247.7800,248.0813,247.6718,247.9900,31410
2025-03-18 14:30:00,247.1950,247.7900,247.1300,247.7800,60535
2025-03-18 14:25:00,247.6600,248.0000,247.1400,247.1550,154855
2025-03-18 14:20:00,247.8400,248.1953,247.6550,247.6550,35560
2025-03-18 14:15:00,246.9600,247.9400,246.9600,247.9300,72739
2025-03-18 14:10:00,247.1750,247.1750,246.8300,247.0000,37181
2025-03-18 14:05:00,246.7950,247.2788,246.6250,247.1900,63504
2025-03-18 14:00:00,246.2900,246.9025,246.2700,246.7950,80176
2025-03-18 13:55:00,246.4650,246.4650,246.1000,246.2900,22594
2025-03-18 13:50:00,246.3350,246.6200,246.3084,246.5100,29541
2025-03-18 13:45:00,246.2800,246.5900,246.1200,246.3400,24844
2025-03-18 13:40:00,246.5500,246.5500,246.2300,246.2700,8536
2025-03-18 13:35:00,246.5500,246.7000,246.4900,246.6000,14949
2025-03-18 13:30:00,246.0950,246.5400,246.0950,246.5300,16537
2025-03-18 13:25:00,246.0900,246.3200,246.0750,246.0950,16307
2025-03-18 13:20:00,245.8300,246.0600,245.7500,246.0600,16696
2025-03-18 13:15:00,246.3633,246.3700,245.5400,245.9050,22973
2025-03-18 13:10:00,245.6300,246.4900,245.5500,246.3700,18334
2025-03-18 13:05:00,245.9500,245.9941,245.5400,245.6650,17182
2025-03-18 13:00:00,245.9500,246.1400,245.9500,246.0150,14358
2025-03-18 12:55:00,245.6500,246.0300,245.5400,245.9850,13579
2025-03-18 12:50:00,245.5500,245.6500,245.2450,245.5500,25350
2025-03-18 12:45:00,245.9300,245.9500,245.5300,245.6250,15435
2025-03-18 12:40:00,246.4300,246.4800,245.8300,245.8650,17319
2025-03-18 12:35:00,246.5200,246.6600,246.2600,246.3700,16338
2025-03-18 12:30:00,246.6250,246.7400,246.3910,246.4600,10033
2025-03-18 12:25:00,246.4300,246.7900,246.4100,246.6800,31145
2025-03-18 12:20:00,246.2697,246.5100,246.1400,246.3450,12984
2025-03-18 12:15:00,246.3550,246.6000,246.2700,246.3500,30495
2025-03-18 12:10:00,246.1000,246.5200,246.0700,246.3500,34872
2025-03-18 12:05:00,246.0300,246.4400,246.0250,246.0950,35872
2025-03-18 12:00:00,245.7200,246.0200,245.5700,246.0076,21368
2025-03-18 11:55:00,245.3800,245.7000,245.1200,245.7000,34835
2025-03-18 11:50:00,245.5200,245.6573,245.3250,245.3500,37409
2025-03-18 11:45:00,245.8800,246.1400,245.5000,245.6100,29786
2025-03-18 11:40:00,246.2500,246.3100,245.8500,245.9700,12830
2025-03-18 11:35:00,245.8900,246.1800,245.7400,246.1350,31124
